,gasprice,height,heightl1,difficulty,diffl1,gaslimit,limitl1,gasused,gasusedl1,timestamp,timestampl1,gaspricel1,gaspricel2,avegasprice,maxgasprice,avel1,avel2,timespan1,timespan2,confirmtime
6670,20,4839361,4839360,1.91797E+15,1.91984E+15,7988337,7996107,7976081,7989386,1514833435,1514833408,20,40,27.185918,100,27.996762,52.413391,27,44,51.66164113
6671,20,4839362,4839361,1.9189E+15,1.91797E+15,7980567,7988337,7971409,7976081,1514833438,1514833435,20,20,22.521967,91,27.185918,27.996762,3,30,46.22494593
6672,1,4839363,4839362,1.9189E+15,1.9189E+15,7988337,7980567,7968941,7971409,1514833448,1514833438,20,20,14.283844,130,22.521967,27.185918,10,13,46.22587854
6673,40,4839364,4839363,1.91984E+15,1.9189E+15,7996137,7988337,7983439,7968941,1514833457,1514833448,1,20,53.110236,91,14.283844,22.521967,9,19,48.505757
6674,40,4839365,4839364,1.9189E+15,1.91984E+15,8000024,7996137,7983793,7983439,1514833476,1514833457,40,1,58.147541,200,53.110236,14.283844,19,28,52.34786723
6675,20,4839366,4839365,1.91984E+15,1.9189E+15,7992222,8000024,7988885,7983793,1514833479,1514833476,40,40,21.309652,60,58.147541,53.110236,3,22,45.70204757
6676,20,4839367,4839366,1.9189E+15,1.91984E+15,8000000,7992222,7979980,7988885,1514833502,1514833479,20,40,34.190087,104,21.309652,58.147541,23,26,48.3989765
6677,8,4839368,4839367,1.92078E+15,1.9189E+15,7992222,8000000,7983555,7979980,1514833508,1514833502,20,20,19.770885,60,34.190087,21.309652,6,29,42.24603581
6678,1,4839369,4839368,1.9189E+15,1.92078E+15,7999992,7992222,7998356,7983555,1514833539,1514833508,8,20,22.729262,140,19.770885,34.190087,31,37,56.04548471
6679,20,4839370,4839369,1.91703E+15,1.9189E+15,8003897,7999992,7994968,7998356,1514833568,1514833539,1,8,43.076867,140,22.729262,19.770885,29,60,57.82033245
6680,20,4839371,4839370,1.9189E+15,1.91703E+15,8007793,8003897,7992674,7994968,1514833572,1514833568,20,1,23.587967,80,43.076867,22.729262,4,33,41.51006529
6681,40,4839372,4839371,1.9189E+15,1.9189E+15,8000029,8007793,2362699,7992674,1514833584,1514833572,20,20,54.64,156.6,23.587967,43.076867,12,16,56.83174791
6682,20,4839373,4839372,1.91984E+15,1.9189E+15,8000000,8000029,7909239,2362699,1514833595,1514833584,40,20,31.857606,652.83,54.64,23.587967,11,23,48.27356501
6683,8,4839374,4839373,1.91984E+15,1.91984E+15,8000029,8000000,7989488,7909239,1514833607,1514833595,20,40,20.953889,100,31.857606,54.64,12,23,59.26679645
6684,1,4839375,4839374,1.9189E+15,1.91984E+15,8000029,8000029,7994644,7989488,1514833625,1514833607,8,20,22.440657,140,20.953889,31.857606,18,30,59.71325799
6685,4,4839376,4839375,1.91983E+15,1.9189E+15,8000029,8000029,7861577,7994644,1514833632,1514833625,1,8,21.096635,100,22.440657,20.953889,7,25,47.97888503
6686,4,4839377,4839376,1.91983E+15,1.91983E+15,8000029,8000029,7993846,7861577,1514833644,1514833632,4,1,18.628827,100,21.096635,22.440657,12,19,49.88369013
6687,20,4839378,4839377,1.91609E+15,1.91983E+15,7992222,8000029,7981511,7993846,1514833695,1514833644,4,4,27.155944,100,18.628827,21.096635,51,63,59.38408264
6688,20,4839379,4839378,1.91702E+15,1.91609E+15,7996110,7992222,7987084,7981511,1514833704,1514833695,20,4,40.692688,140,27.155944,18.628827,9,60,57.99332083
6689,20,4839380,4839379,1.91796E+15,1.91702E+15,8000002,7996110,7990787,7987084,1514833710,1514833704,20,20,23.216301,130,40.692688,27.155944,6,15,54.60762851
6690,4,4839381,4839380,1.91889E+15,1.91796E+15,8000029,8000002,7999602,7990787,1514833716,1514833710,20,20,19.752205,120,23.216301,40.692688,6,12,53.69078729
6691,20,4839382,4839381,1.91608E+15,1.91889E+15,8000029,8000029,7983567,7999602,1514833756,1514833716,4,20,25.268062,100,19.752205,23.216301,40,46,51.15489333
6692,8,4839383,4839382,1.91702E+15,1.91608E+15,8000029,8000029,7981595,7983567,1514833769,1514833756,20,4,23.31698,140,25.268062,19.752205,13,53,56.86332544
6693,4,4839384,4839383,1.91795E+15,1.91702E+15,8000029,8000029,7950510,7981595,1514833772,1514833769,8,20,17.03241,120,23.31698,25.268062,3,16,40.85874881
6694,4,4839385,4839384,1.91795E+15,1.91795E+15,8000029,8000029,7939526,7950510,1514833784,1514833772,4,8,20.98,120,17.03241,23.31698,12,15,50.08699739
6695,0.1,4839386,4839385,1.91889E+15,1.91795E+15,7992222,8000029,4144697,7939526,1514833790,1514833784,4,4,244680872.9,23000000000,20.98,17.03241,6,18,51.43866765
6696,4,4839387,4839386,1.91983E+15,1.91889E+15,7999992,7992222,7955937,4144697,1514833797,1514833790,0.1,4,16.437634,120,244680872.9,20.98,7,13,53.70273317
6697,20,4839388,4839387,1.92076E+15,1.91983E+15,8003835,7999992,7020871,7955937,1514833801,1514833797,4,0.1,41.313459,120,16.437634,244680872.9,4,11,46.16699347
6698,2,4839389,4839388,1.9217E+15,1.92076E+15,7996033,8003835,7991451,7020871,1514833808,1514833801,20,4,18.287315,140,41.313459,16.437634,7,11,51.89048951
6699,4,4839390,4839389,1.92264E+15,1.9217E+15,8000029,7996033,5682543,7991451,1514833813,1514833808,2,20,25.554545,200,18.287315,41.313459,5,12,44.84868226
6700,20,4839391,4839390,1.91889E+15,1.92264E+15,8000029,8000029,7982329,5682543,1514833862,1514833813,4,2,27.200203,140,25.554545,18.287315,49,54,42.20612208
6701,20,4839392,4839391,1.91889E+15,1.91889E+15,8003910,8000029,7986803,7982329,1514833878,1514833862,20,4,37.719732,100,27.200203,25.554545,16,65,51.69630741
6702,4,4839393,4839392,1.91982E+15,1.91889E+15,7996107,8003910,7969012,7986803,1514833884,1514833878,20,20,16.149735,91,37.719732,27.200203,6,22,58.44826134
6703,4,4839394,4839393,1.92076E+15,1.91982E+15,8000029,7996107,4530024,7969012,1514833891,1514833884,4,20,27.566067,140,16.149735,37.719732,7,13,58.18469844
6704,1,4839395,4839394,1.91795E+15,1.92076E+15,8000029,8000029,7985034,4530024,1514833928,1514833891,4,4,25.941968,100,27.566067,16.149735,37,44,57.31354325
6705,20,4839396,4839395,1.91607E+15,1.91795E+15,7992222,8000029,7975770,7985034,1514833963,1514833928,1,4,28.987418,120,25.941968,27.566067,35,72,42.38458693
6706,2,4839397,4839396,1.91701E+15,1.91607E+15,7984452,7992222,7983254,7975770,1514833966,1514833963,20,1,19.114945,120,28.987418,25.941968,3,38,45.93205449
6707,21,4839398,4839397,1.91514E+15,1.91701E+15,7988350,7984452,7975179,7983254,1514833994,1514833966,2,20,50.040625,140,19.114945,28.987418,28,31,58.79032578
6708,1,4839399,4839398,1.9142E+15,1.91514E+15,7996144,7988350,7975539,7975179,1514834017,1514833994,21,2,12.763666,100,50.040625,19.114945,23,51,54.25119765
6709,20,4839400,4839399,1.91327E+15,1.9142E+15,7988374,7996144,7975143,7975539,1514834042,1514834017,1,21,24.302094,100,12.763666,50.040625,25,48,55.77699702
6710,20,4839401,4839400,1.91327E+15,1.91327E+15,7980604,7988374,7962938,7975143,1514834055,1514834042,20,1,23.063494,100,24.302094,12.763666,13,38,59.89276267
6711,12,4839402,4839401,1.9142E+15,1.91327E+15,7972834,7980604,7965592,7962938,1514834060,1514834055,20,20,21.360033,90,23.063494,24.302094,5,18,59.20008508
6712,20,4839403,4839402,1.91327E+15,1.9142E+15,7976718,7972834,7968193,7965592,1514834079,1514834060,12,20,41.097299,100,21.360033,23.063494,19,24,50.74323422
6713,20,4839404,4839403,1.91046E+15,1.91327E+15,7968949,7976718,7954641,7968193,1514834117,1514834079,20,12,25.354762,226.85,41.097299,21.360033,38,57,46.20108687
6714,1,4839405,4839404,1.90953E+15,1.91046E+15,7976719,7968949,7964529,7954641,1514834145,1514834117,20,20,21.499857,100,25.354762,41.097299,28,66,49.82418187
6715,21,4839406,4839405,1.90673E+15,1.90953E+15,7984507,7976719,7971490,7964529,1514834181,1514834145,1,20,47.11328,91,21.499857,25.354762,36,64,55.19179592
6716,10,4839407,4839406,1.90767E+15,1.90673E+15,7992303,7984507,7976042,7971490,1514834186,1514834181,21,1,22.455253,70,47.11328,21.499857,5,41,41.5618584
6717,1,4839408,4839407,1.90767E+15,1.90767E+15,8000029,7992303,7999865,7976042,1514834198,1514834186,10,21,13.241435,100,22.455253,47.11328,12,17,53.92272214
6718,23,4839409,4839408,1.90301E+15,1.90767E+15,8003936,8000029,7991709,7999865,1514834268,1514834198,1,10,47.647735,91,13.241435,22.455253,70,82,47.27066291
6719,1,4839410,4839409,1.90394E+15,1.90301E+15,8000029,8003936,7991182,7991709,1514834274,1514834268,23,1,15.594631,60,47.647735,13.241435,6,76,56.83558562
6720,4,4839411,4839410,1.90487E+15,1.90394E+15,8000029,8000029,7985235,7991182,1514834282,1514834274,1,23,21.002117,100,15.594631,47.647735,8,14,54.82339149
6721,1,4839412,4839411,1.9058E+15,1.90487E+15,8000029,8000029,7983910,7985235,1514834286,1514834282,4,1,18.138564,70,21.002117,15.594631,4,12,40.18376671
6722,4,4839413,4839412,1.90673E+15,1.9058E+15,8003913,8000029,7992888,7983910,1514834292,1514834286,1,4,23.022981,60,18.138564,21.002117,6,10,57.94751881
6723,0.5,4839414,4839413,1.90859E+15,1.90673E+15,7996107,8003913,3636335,7992888,1514834300,1514834292,4,1,18.754505,100,23.022981,18.138564,8,14,45.61929832
6724,4,4839415,4839414,1.90952E+15,1.90859E+15,8000029,7996107,7982530,3636335,1514834301,1514834300,0.5,4,10.789116,91,18.754505,23.022981,1,9,50.4276122
6725,20,4839416,4839415,1.90766E+15,1.90952E+15,7992222,8000029,7986946,7982530,1514834344,1514834301,4,0.5,27.011042,100,10.789116,18.754505,43,44,54.6247978
6726,20,4839417,4839416,1.90673E+15,1.90766E+15,7999992,7992222,7989071,7986946,1514834365,1514834344,20,4,23.47245,100,27.011042,10.789116,21,64,47.42126396
6727,1,4839418,4839417,1.90766E+15,1.90673E+15,8000029,7999992,7994340,7989071,1514834368,1514834365,20,20,19.451992,91,23.47245,27.011042,3,24,43.30144531
6728,4,4839419,4839418,1.90859E+15,1.90766E+15,8000029,8000029,7996564,7994340,1514834383,1514834368,1,20,22.92426,100,19.451992,23.47245,15,18,41.37195557
6729,1,4839420,4839419,1.90766E+15,1.90859E+15,8000029,8000029,7995195,7996564,1514834415,1514834383,4,1,22.583463,100,22.92426,19.451992,32,47,59.06156514
6730,20,4839421,4839420,1.90766E+15,1.90766E+15,8003929,8000029,7988307,7995195,1514834424,1514834415,1,4,46.51938,91,22.583463,22.92426,9,41,45.25459218
6731,4,4839422,4839421,1.90579E+15,1.90766E+15,7996144,8003929,7993310,7988307,1514834464,1514834424,20,1,25.519565,100,46.51938,22.583463,40,49,51.92689045
6732,20,4839423,4839422,1.903E+15,1.90579E+15,7988374,7996144,7987657,7993310,1514834507,1514834464,4,20,28.403128,91,25.519565,46.51938,43,83,57.98060019
6733,20,4839424,4839423,1.903E+15,1.903E+15,7996174,7988374,7980872,7987657,1514834522,1514834507,20,4,43.828906,104,28.403128,25.519565,15,58,46.10607076
6734,2,4839425,4839424,1.90393E+15,1.903E+15,8000057,7996174,7996981,7980872,1514834526,1514834522,20,20,20.766087,70,43.828906,28.403128,4,19,49.00800986
6735,1,4839426,4839425,1.90021E+15,1.90393E+15,8000029,8000057,7988077,7996981,1514834579,1514834526,2,20,30.637471,140,20.766087,43.828906,53,57,48.6830646
6736,20,4839427,4839426,1.90021E+15,1.90021E+15,8003919,8000029,7960404,7988077,1514834590,1514834579,1,2,37.259328,100,30.637471,20.766087,11,64,52.3021859
6737,20,4839428,4839427,1.90021E+15,1.90021E+15,7996107,8003919,7988575,7960404,1514834602,1514834590,20,1,22.627662,104,37.259328,30.637471,12,23,41.39457731
6738,1,4839429,4839428,1.89464E+15,1.90021E+15,8000029,7996107,7998435,7988575,1514834673,1514834602,20,20,17.881029,100,22.627662,37.259328,71,83,46.2624385
6739,20,4839430,4839429,1.89557E+15,1.89464E+15,8000029,8000029,7996149,7998435,1514834680,1514834673,1,20,21.171615,60,17.881029,22.627662,7,78,40.14527262
6740,1,4839431,4839430,1.89742E+15,1.89557E+15,8000029,8000029,7996634,7996149,1514834688,1514834680,20,1,20.764773,100,21.171615,17.881029,8,15,55.10884509
6741,20,4839432,4839431,1.89649E+15,1.89742E+15,7992222,8000029,7992010,7996634,1514834706,1514834688,1,20,23.072308,100,20.764773,21.171615,18,26,50.20932967
6742,1,4839433,4839432,1.89649E+15,1.89649E+15,7999992,7992222,7981007,7992010,1514834720,1514834706,20,1,22.168319,100,23.072308,20.764773,14,32,43.79918402
6743,20,4839434,4839433,1.89742E+15,1.89649E+15,8003871,7999992,7983718,7981007,1514834726,1514834720,1,20,44.731835,140,22.168319,23.072308,6,20,48.18163639
6744,2,4839435,4839434,1.89742E+15,1.89742E+15,7996070,8003871,7985425,7983718,1514834737,1514834726,20,1,17.625647,70,44.731835,22.168319,11,17,56.12608228
6745,4,4839436,4839435,1.89742E+15,1.89742E+15,8000029,7996070,7970072,7985425,1514834749,1514834737,2,20,20.157658,100,17.625647,44.731835,12,23,40.46710726
6746,20,4839437,4839436,1.89464E+15,1.89742E+15,8003892,8000029,7994050,7970072,1514834785,1514834749,4,2,40.337154,91,20.157658,17.625647,36,48,48.63588241
6747,20,4839438,4839437,1.89002E+15,1.89464E+15,7996107,8003892,7985138,7994050,1514834846,1514834785,20,4,33.374188,140,40.337154,20.157658,61,97,40.14290823
6748,1,4839439,4839438,1.89002E+15,1.89002E+15,8000029,7996107,7996536,7985138,1514834863,1514834846,20,20,21.899228,140,33.374188,40.337154,17,78,58.4285394
6749,4,4839440,4839439,1.89094E+15,1.89002E+15,7992222,8000029,7545579,7996536,1514834869,1514834863,1,20,21.91507,91,21.899228,33.374188,6,23,40.79065051
6750,1,4839441,4839440,1.89094E+15,1.89094E+15,7999992,7992222,7985974,7545579,1514834879,1514834869,4,1,20.988826,75,21.91507,21.899228,10,16,40.44460943
6751,0.28,4839442,4839441,1.89186E+15,1.89094E+15,7992185,7999992,7975074,7985974,1514834889,1514834879,1,4,19.051719,100,20.988826,21.91507,10,20,40.44923917
6752,20,4839443,4839442,1.88909E+15,1.89186E+15,7999955,7992185,7981594,7975074,1514834929,1514834889,0.28,1,27.635142,104,19.051719,20.988826,40,50,57.55329589
6753,50,4839444,4839443,1.89001E+15,1.88909E+15,8003835,7999955,7985074,7981594,1514834935,1514834929,20,0.28,55.057143,91,27.635142,19.051719,6,46,42.61558861
6754,1,4839445,4839444,1.89001E+15,1.89001E+15,8000029,8003835,7986705,7985074,1514834945,1514834935,50,20,16.087049,60,55.057143,27.635142,10,16,58.94552941
6755,50,4839446,4839445,1.89094E+15,1.89001E+15,8003917,8000029,7994654,7986705,1514834960,1514834945,1,50,54.3356,100,16.087049,55.057143,15,25,44.24017785
6756,4,4839447,4839446,1.89186E+15,1.89094E+15,7996107,8003917,7994427,7994654,1514834963,1514834960,50,1,20.193654,55,54.3356,16.087049,3,18,42.07430114
6757,21,4839448,4839447,1.89001E+15,1.89186E+15,8000010,7996107,7979343,7994427,1514834992,1514834963,4,50,43.426129,100,20.193654,54.3356,29,32,50.3671075
6758,20,4839449,4839448,1.89001E+15,1.89001E+15,8000029,8000010,7990518,7979343,1514835002,1514834992,21,4,21.330323,60,43.426129,20.193654,10,39,58.18704004
6759,8,4839450,4839449,1.88909E+15,1.89001E+15,8000029,8000029,7980254,7990518,1514835022,1514835002,20,21,24.218333,100,21.330323,43.426129,20,30,48.54061863
6760,20,4839451,4839450,1.89093E+15,1.88909E+15,8003907,8000029,7908766,7980254,1514835030,1514835022,8,20,34.17564,100,24.218333,21.330323,8,28,42.51542054
6761,4,4839452,4839451,1.89186E+15,1.89093E+15,7996107,8003907,7981494,7908766,1514835036,1514835030,20,8,14.201736,60,34.17564,24.218333,6,14,43.95566896
6762,4,4839453,4839452,1.8937E+15,1.89186E+15,7988337,7996107,7978347,7981494,1514835040,1514835036,4,20,12.417281,90,14.201736,34.17564,4,10,52.56048663
6763,0,4839454,4839453,1.89555E+15,1.8937E+15,7980567,7988337,7953755,7978347,1514835047,1514835040,4,4,14.354696,100,12.417281,14.201736,7,11,41.89114295
6764,4,4839455,4839454,1.89648E+15,1.89555E+15,7988337,7980567,7899161,7953755,1514835051,1514835047,0,4,12.088926,51,14.354696,12.417281,4,11,57.069131
6765,0.1,4839456,4839455,1.89741E+15,1.89648E+15,7996107,7988337,7147632,7899161,1514835056,1514835051,4,0,13.383333,60,12.088926,14.354696,5,9,41.9898665
6766,2.5,4839457,4839456,1.89833E+15,1.89741E+15,8000000,7996107,7979480,7147632,1514835061,1514835056,0.1,4,22.23807,100,13.383333,12.088926,5,10,48.82344568
6767,40,4839458,4839457,1.89926E+15,1.89833E+15,8000029,8000000,1684847,7979480,1514835078,1514835061,2.5,0.1,50.311111,70,22.23807,13.383333,17,22,54.34313037
6768,4,4839459,4839458,1.90019E+15,1.89926E+15,8000029,8000029,7753732,1684847,1514835079,1514835078,40,2.5,18.268598,55,50.311111,22.23807,1,18,51.81143588
6769,4,4839460,4839459,1.90019E+15,1.90019E+15,8000029,8000029,4684986,7753732,1514835090,1514835079,4,40,26.588061,55,18.268598,50.311111,11,12,41.92417079
6770,1.1,4839461,4839460,1.90019E+15,1.90019E+15,8000029,8000029,7983370,4684986,1514835107,1514835090,4,4,26.309107,80,26.588061,18.268598,17,28,45.64498685
6771,4,4839462,4839461,1.89926E+15,1.90019E+15,8000029,8000029,7924451,7983370,1514835129,1514835107,1.1,4,29.175833,100,26.309107,26.588061,22,39,55.78470877
6772,1,4839463,4839462,1.90111E+15,1.89926E+15,8003826,8000029,7990977,7924451,1514835137,1514835129,4,1.1,37.970167,140,29.175833,26.309107,8,30,45.85545429
6773,4,4839464,4839463,1.90204E+15,1.90111E+15,7996033,8003826,4360026,7990977,1514835144,1514835137,1,4,23.87537,104,37.970167,29.175833,7,15,41.03342639
6774,4,4839465,4839464,1.90111E+15,1.90204E+15,8000029,7996033,7998646,4360026,1514835168,1514835144,4,1,25.612056,100,23.87537,37.970167,24,31,51.59441159
6775,20,4839466,4839465,1.90204E+15,1.90111E+15,8003934,8000029,4262913,7998646,1514835175,1514835168,4,4,27.448239,70,25.612056,23.87537,7,31,59.58261447
6776,1,4839467,4839466,1.90297E+15,1.90204E+15,8000029,8003934,7487449,4262913,1514835178,1514835175,20,4,8.451327,55,27.448239,25.612056,3,10,49.32136836
6777,1,4839468,4839467,1.90204E+15,1.90297E+15,8000029,8000029,7992306,7487449,1514835198,1514835178,1,20,24.707765,100,8.451327,27.448239,20,23,54.19913881
6778,4,4839469,4839468,1.90204E+15,1.90204E+15,8000029,8000029,6747726,7992306,1514835210,1514835198,1,1,21.970444,61.91,24.707765,8.451327,12,32,48.39847314
6779,20,4839470,4839469,1.90018E+15,1.90204E+15,8002102,8000029,7982074,6747726,1514835247,1514835210,4,1,47.664346,251.68,21.970444,24.707765,37,49,41.96046886
6780,20,4839471,4839470,1.8974E+15,1.90018E+15,8000029,8002102,7999610,7982074,1514835285,1514835247,20,4,25.065219,140,47.664346,21.970444,38,75,47.41681156
6781,20,4839472,4839471,1.8974E+15,1.8974E+15,8003936,8000029,8001519,7999610,1514835301,1514835285,20,20,29.696194,100,25.065219,47.664346,16,54,59.17757904
6782,20,4839473,4839472,1.89555E+15,1.8974E+15,8000029,8003936,7986975,8001519,1514835329,1514835301,20,20,24.789668,100,29.696194,25.065219,28,44,48.2437657
6783,40,4839474,4839473,1.89184E+15,1.89555E+15,8003917,8000029,8000790,7986975,1514835375,1514835329,20,20,49.373684,100,24.789668,29.696194,46,74,42.52746617
6784,20,4839475,4839474,1.89277E+15,1.89184E+15,8000029,8003917,7990090,8000790,1514835387,1514835375,40,20,23.082044,100,49.373684,24.789668,12,58,57.54807232
6785,10,4839476,4839475,1.89369E+15,1.89277E+15,7992222,8000029,7988333,7990090,1514835396,1514835387,20,40,22.383992,100,23.082044,49.373684,9,21,45.90534048
6786,10,4839477,4839476,1.89462E+15,1.89369E+15,8000000,7992222,7890993,7988333,1514835402,1514835396,10,20,30.312486,90,22.383992,23.082044,6,15,43.89306268
6787,8,4839478,4839477,1.89184E+15,1.89462E+15,8000029,8000000,7990550,7890993,1514835442,1514835402,10,10,23.170787,100,30.312486,22.383992,40,46,56.71364351
6788,20,4839479,4839478,1.88815E+15,1.89184E+15,8000029,8000029,7989312,7990550,1514835491,1514835442,8,10,25.628191,140,23.170787,30.312486,49,89,52.01133376
6789,20,4839480,4839479,1.88907E+15,1.88815E+15,7992222,8000029,7981633,7989312,1514835496,1514835491,20,8,37.571429,104,25.628191,23.170787,5,54,54.32257589
6790,1,4839481,4839480,1.88999E+15,1.88907E+15,7984452,7992222,7978094,7981633,1514835503,1514835496,20,20,21.514855,91,37.571429,25.628191,7,12,54.52672141
6791,8,4839482,4839481,1.89091E+15,1.88999E+15,7992222,7984452,7989015,7978094,1514835507,1514835503,1,20,20.505251,80,21.514855,37.571429,4,11,42.93866225
6792,4,4839483,4839482,1.89184E+15,1.89091E+15,7984452,7992222,7976865,7989015,1514835510,1514835507,8,1,17.634214,70,20.505251,21.514855,3,7,41.26380606
6793,4,4839484,4839483,1.89276E+15,1.89184E+15,7976682,7984452,7964550,7976865,1514835517,1514835510,4,8,18.805755,100,17.634214,20.505251,7,10,52.86192314
6794,4,4839485,4839484,1.89368E+15,1.89276E+15,7968912,7976682,7952365,7964550,1514835521,1514835517,4,4,15.815,68,18.805755,17.634214,4,11,44.27620546
6795,4,4839486,4839485,1.89461E+15,1.89368E+15,7976682,7968912,4337633,7952365,1514835524,1514835521,4,4,19.336386,55,15.815,18.805755,3,7,40.72719506
6796,4,4839487,4839486,1.89553E+15,1.89461E+15,7984452,7976682,2328798,4337633,1514835525,1514835524,4,4,18.758696,22,19.336386,15.815,1,4,52.7597318
6797,1,4839488,4839487,1.89646E+15,1.89553E+15,7992248,7984452,7986264,2328798,1514835529,1514835525,4,4,40.635818,104,18.758696,19.336386,4,5,48.84936867
6798,1,4839489,4839488,1.89739E+15,1.89646E+15,7996143,7992248,7995452,7986264,1514835534,1514835529,1,4,20.252474,100,40.635818,18.758696,5,9,58.90675643
6799,2,4839490,4839489,1.89739E+15,1.89739E+15,8000048,7996143,7995641,7995452,1514835546,1514835534,1,1,23.807419,68,20.252474,40.635818,12,17,47.90013217
6800,1,4839491,4839490,1.89461E+15,1.89739E+15,8000029,8000048,7994839,7995641,1514835585,1514835546,2,1,16.644096,100,23.807419,20.252474,39,51,53.99233392
6801,1,4839492,4839491,1.89553E+15,1.89461E+15,8003929,8000029,7992809,7994839,1514835591,1514835585,1,2,27.603224,68,16.644096,23.807419,6,45,56.14591785
6802,1,4839493,4839492,1.89646E+15,1.89553E+15,8000029,8003929,7993408,7992809,1514835594,1514835591,1,1,9.540909,91,27.603224,16.644096,3,9,52.93914022
6803,8,4839494,4839493,1.89553E+15,1.89646E+15,8000029,8000029,7988966,7993408,1514835620,1514835594,1,1,26.320414,100,9.540909,27.603224,26,29,54.13490852
6804,4,4839495,4839494,1.89553E+15,1.89553E+15,7992222,8000029,7983593,7988966,1514835634,1514835620,8,1,23.40359,92.38,26.320414,9.540909,14,40,56.14563737
6805,4,4839496,4839495,1.89646E+15,1.89553E+15,7999992,7992222,7979706,7983593,1514835638,1514835634,4,8,26.803101,90,23.40359,26.320414,4,18,51.76227165
6806,1,4839497,4839496,1.89738E+15,1.89646E+15,8003870,7999992,7995618,7979706,1514835646,1514835638,4,4,30.904343,80,26.803101,23.40359,8,12,58.742914
6807,4,4839498,4839497,1.89738E+15,1.89738E+15,7996070,8003870,5178754,7995618,1514835660,1514835646,1,4,26.841935,104,30.904343,26.803101,14,22,40.1339713
6808,4,4839499,4839498,1.89831E+15,1.89738E+15,8000029,7996070,1764859,5178754,1514835662,1514835660,4,1,24.170833,70,26.841935,30.904343,2,16,59.04757963
6809,4,4839500,4839499,1.89924E+15,1.89831E+15,8000029,8000029,4066727,1764859,1514835666,1514835662,4,4,28.893077,96,24.170833,26.841935,4,6,57.65165675
6810,4,4839501,4839500,1.89924E+15,1.89924E+15,8000029,8000029,4427549,4066727,1514835675,1514835666,4,4,26.326304,91,28.893077,24.170833,9,13,40.49966616
6811,5,4839502,4839501,1.90016E+15,1.89924E+15,7992222,8000029,4008082,4427549,1514835677,1514835675,4,4,29.05375,70,26.326304,28.893077,2,11,40.88500802
6812,4,4839503,4839502,1.90109E+15,1.90016E+15,7999992,7992222,1236677,4008082,1514835679,1514835677,5,4,28.64,100,29.05375,26.326304,2,4,40.53347995
6813,1,4839504,4839503,1.90109E+15,1.90109E+15,8000000,7999992,7999777,1236677,1514835690,1514835679,4,5,27.782905,104,28.64,29.05375,11,13,49.85132189
6814,1,4839505,4839504,1.90109E+15,1.90109E+15,7992222,8000000,7979187,7999777,1514835699,1514835690,1,4,22.555046,100,27.782905,28.64,9,20,57.28314296
6815,4,4839506,4839505,1.90202E+15,1.90109E+15,7984452,7992222,7255001,7979187,1514835703,1514835699,1,1,34.106383,91,22.555046,27.782905,4,13,46.9143988
6816,1,4839507,4839506,1.90109E+15,1.90202E+15,7976682,7984452,7973647,7255001,1514835724,1514835703,4,1,23.253842,104,34.106383,22.555046,21,25,53.51689239
6817,4,4839508,4839507,1.90202E+15,1.90109E+15,7968912,7976682,6112974,7973647,1514835731,1514835724,1,4,33.657214,68,23.253842,34.106383,7,28,56.7177119
6818,20,4839509,4839508,1.89923E+15,1.90202E+15,7976693,7968912,7956321,6112974,1514835773,1514835731,4,1,35.896853,100,33.657214,23.253842,42,49,56.70948353
6819,20,4839510,4839509,1.89645E+15,1.89923E+15,7968912,7976693,7960707,7956321,1514835818,1514835773,20,4,26.015445,100,35.896853,33.657214,45,87,46.30202805
6820,20,4839511,4839510,1.89553E+15,1.89645E+15,7976682,7968912,7961164,7960707,1514835838,1514835818,20,20,24.21049,140,26.015445,35.896853,20,65,48.52979581
6821,20,4839512,4839511,1.89738E+15,1.89553E+15,7984452,7976682,7981574,7961164,1514835844,1514835838,20,20,21.816514,100,24.21049,26.015445,6,26,51.90286053
6822,21.2,4839513,4839512,1.8946E+15,1.89738E+15,7992248,7984452,7975705,7981574,1514835888,1514835844,20,20,50.127416,120,21.816514,24.21049,44,50,41.26925333
6823,20,4839514,4839513,1.89552E+15,1.8946E+15,8000000,7992248,7984833,7975705,1514835896,1514835888,21.2,20,22.434684,91,50.127416,21.816514,8,52,42.77888384
6824,20,4839515,4839514,1.89552E+15,1.89552E+15,8003885,8000000,7947832,7984833,1514835908,1514835896,20,21.2,25.04767,130,22.434684,50.127416,12,20,59.34626301
6825,1,4839516,4839515,1.89552E+15,1.89552E+15,8000029,8003885,7991441,7947832,1514835919,1514835908,20,20,10.203021,70,25.04767,22.434684,11,23,49.91087067
6826,4,4839517,4839516,1.89645E+15,1.89552E+15,8000029,8000029,7981933,7991441,1514835931,1514835919,1,20,21.887381,100,10.203021,25.04767,12,23,55.29699244
6827,1,4839518,4839517,1.89737E+15,1.89645E+15,8000029,8000029,7985355,7981933,1514835938,1514835931,4,1,18.875252,100,21.887381,10.203021,7,19,40.26836111
6828,4,4839519,4839518,1.89737E+15,1.89737E+15,8000029,8000029,7995160,7985355,1514835957,1514835938,1,4,21.573351,100,18.875252,21.887381,19,26,53.378266
6829,1,4839520,4839519,1.89737E+15,1.89737E+15,8003929,8000029,8000825,7995160,1514835969,1514835957,4,1,33.122523,140,21.573351,18.875252,12,31,47.46857963
6830,4,4839521,4839520,1.89645E+15,1.89737E+15,7996144,8003929,7981154,8000825,1514835987,1514835969,1,4,22.051211,100,33.122523,21.573351,18,30,49.59186843
